identity/LineItemId,identity/TimeInterval,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/UsageAmount,lineItem/UnblendedCost,lineItem/BlendedCost,lineItem/LineItemType,product/region,resourceTags/user:Service,resourceTags/user:Team,resourceTags/user:Env
72a1db3e-cdc8-8479-07f3-c7e45d101e32,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,12.4723,8.579224,8.199395,Usage,us-east-1,,,prod
ad6d4b78-9f88-c239-0cd5-6b64768478f2,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,Other,RunInstances,13.4371,27.683515,28.61645,Usage,us-east-1,,,prod
d439993c-1431-3276-d62a-23f619f80ffd,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,5.0441,27.360201,28.119641,Usage,us-east-1,,,prod
37951eb5-732f-683f-ed22-5010d5e9fa99,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,17.4476,8.166392,8.156426,Usage,us-east-1,,,prod
b7f47b7b-f14a-c41f-0d0c-5f3ddc583534,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,AmazonEC2,Other,RunInstances,21.4744,27.707331,27.705338,Usage,us-east-1,,,prod
618a7c52-09ce-5440-eae0-c5977fe3c163,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,21.9542,33.046047,33.016773,Usage,us-east-1,,,prod
17125f69-fd95-5670-35b1-95d53df79086,2026-02-19T00:00:00Z/2026-02-20T00:00:00Z,2026-02-19T00:00:00Z,2026-02-20T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,6.2075,9.072984,9.446633,Usage,us-east-1,,,prod
df690639-9e85-ea88-c2e0-71b7d6ddc00d,2026-02-19T00:00:00Z/2026-02-20T00:00:00Z,2026-02-19T00:00:00Z,2026-02-20T00:00:00Z,AmazonEC2,Other,RunInstances,16.0435,30.584206,30.154184,Usage,us-east-1,,,prod
760241ff-68fe-aa6d-b542-fe5581611ef4,2026-02-19T00:00:00Z/2026-02-20T00:00:00Z,2026-02-19T00:00:00Z,2026-02-20T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,10.1899,27.155163,27.135996,Usage,us-east-1,,,prod
ecddf90e-a38c-78c3-b25a-c2c102fdd8e2,2026-02-20T00:00:00Z/2026-02-21T00:00:00Z,2026-02-20T00:00:00Z,2026-02-21T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,17.0982,9.292281,9.443819,Usage,us-east-1,,,prod
46a1223d-bd68-c197-64ab-9debf4af146a,2026-02-20T00:00:00Z/2026-02-21T00:00:00Z,2026-02-20T00:00:00Z,2026-02-21T00:00:00Z,AmazonEC2,Other,RunInstances,13.9436,30.824874,31.271834,Usage,us-east-1,,,prod
