identity/LineItemId,identity/TimeInterval,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/UsageAmount,lineItem/UnblendedCost,lineItem/BlendedCost,lineItem/LineItemType,product/region,resourceTags/user:Service,resourceTags/user:Team,resourceTags/user:Env
ffd4e393-e64e-ff3a-b261-c70a39b5d585,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:m5.xlarge,RunInstances,16.2201,1.741891,1.804608,Usage,us-east-1,,,prod
307221ce-e55d-2409-0e03-c09fb8b0b5b5,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:m5.xlarge,RunInstances,17.3308,2.054343,2.007871,Usage,us-east-1,,,prod
5f993d17-512b-db58-b48f-e3e0588fdbc3,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:m5.xlarge,RunInstances,19.3157,1.716187,1.739169,Usage,us-east-1,,,prod
828844ba-d4f9-cb5f-4e48-65f0a24294d2,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:m5.xlarge,RunInstances,21.8992,2.113192,2.047209,Usage,us-east-1,,,prod
3a5fe1c5-a651-53da-fb8a-663f93db32ce,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:m5.xlarge,RunInstances,6.5211,1.869783,1.796687,Usage,us-east-1,,,prod
9d12e89d-be8b-4bac-c24a-8cf612116f68,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,NatGateway-Hours,RunInstances,6.9582,1.94058,2.015058,Usage,us-east-1,,,prod
cb417688-4619-0a5d-aa72-94891732a13d,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:m5.xlarge,RunInstances,22.5741,34.914194,35.22692,Usage,us-east-1,,,prod
9f12280b-6976-adfd-8c0e-527c3c5e283c,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:m5.xlarge,RunInstances,2.2494,38.045533,39.068517,Usage,us-east-1,,,prod
a406a54e-a344-eb1f-8237-1c6a2ccdf7aa,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,Other,RunInstances,14.3174,41.576373,40.171985,Usage,us-east-1,,,prod
150ce396-32dc-6384-e284-4b275b2c1f9c,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,AmazonEC2,BoxUsage:m5.xlarge,RunInstances,7.2044,2.002449,1.990921,Usage,us-east-1,,,prod
84a40672-d12b-907e-fca0-1079431ed60a,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,AmazonEC2,BoxUsage:m5.xlarge,RunInstances,11.9103,1.744982,1.730207,Usage,us-east-1,,,prod
dc7af758-ff61-2fa2-68c9-960660d23e34,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,AmazonEC2,BoxUsage:m5.xlarge,RunInstances,8.231,2.126821,2.199556,Usage,us-east-1,,,prod
08debb98-502a-ec1c-8a3b-bcf09fac3a8d,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,AmazonEC2,BoxUsage:m5.xlarge,RunInstances,13.2022,1.71288,1.639012,Usage,us-east-1,,,prod
313882af-b34a-eeee-f9db-d1af13e5c504,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,AmazonEC2,BoxUsage:m5.xlarge,RunInstances,9.6148,1.862535,1.809178,Usage,us-east-1,,,prod
