identity/LineItemId,identity/TimeInterval,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/UsageAmount,lineItem/UnblendedCost,lineItem/BlendedCost,lineItem/LineItemType,product/region,resourceTags/user:Service,resourceTags/user:Team,resourceTags/user:Env
455b0592-4298-54b6-8821-b4da7241191e,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,Other,RunInstances,2.1835,123.819344,123.217885,Usage,us-east-1,,,prod
78dd7580-c775-d0b9-8418-47651ab105ea,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,23.6593,127.16296,121.161373,Usage,us-east-1,,,prod
47558522-6fa5-0eed-7d6a-760cd95f8903,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,Other,RunInstances,5.0434,1565.138377,1634.125988,Usage,us-east-1,,,prod
b95c527c-cc73-4412-9e39-232375c48e49,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,AmazonEC2,Other,RunInstances,15.0408,140.679896,146.319901,Usage,us-east-1,,,prod
253730c7-d82f-bb19-569b-073e13469d2b,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,3.9626,141.202383,147.960161,Usage,us-east-1,,,prod
0bc8d69d-f97d-baef-6f76-02977bf1af40,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,AmazonEC2,Other,RunInstances,21.3673,1542.938957,1509.208508,Usage,us-east-1,,,prod
d58e50ee-16ca-6dce-c636-e5efd6e68430,2026-02-19T00:00:00Z/2026-02-20T00:00:00Z,2026-02-19T00:00:00Z,2026-02-20T00:00:00Z,AmazonEC2,Other,RunInstances,13.0422,110.020813,108.758851,Usage,us-east-1,,,prod
a028dc77-c0f2-9b7f-d5ba-ad43edb835a6,2026-02-19T00:00:00Z/2026-02-20T00:00:00Z,2026-02-19T00:00:00Z,2026-02-20T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,16.6874,126.503235,123.803991,Usage,us-east-1,,,prod
ac6230c8-b829-d227-a5dc-a578d62e3193,2026-02-19T00:00:00Z/2026-02-20T00:00:00Z,2026-02-19T00:00:00Z,2026-02-20T00:00:00Z,AmazonEC2,Other,RunInstances,8.8425,1328.960434,1373.389841,Usage,us-east-1,,,prod
8c937f6f-9eda-e0cc-45c4-5dbfeb850397,2026-02-20T00:00:00Z/2026-02-21T00:00:00Z,2026-02-20T00:00:00Z,2026-02-21T00:00:00Z,AmazonEC2,Other,RunInstances,15.7968,112.571276,111.566202,Usage,us-east-1,,,prod
502a58d8-01fe-68db-75db-a2902b15829b,2026-02-20T00:00:00Z/2026-02-21T00:00:00Z,2026-02-20T00:00:00Z,2026-02-21T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,22.5731,120.416798,123.12751,Usage,us-east-1,,,prod
c811249f-e5f9-3928-2599-a49dcc6d1bb6,2026-02-20T00:00:00Z/2026-02-21T00:00:00Z,2026-02-20T00:00:00Z,2026-02-21T00:00:00Z,AmazonEC2,Other,RunInstances,19.0311,1445.940075,1514.714724,Usage,us-east-1,,,prod
aa4452f0-e7e7-5dc0-f3de-b544065555ce,2026-02-21T00:00:00Z/2026-02-22T00:00:00Z,2026-02-21T00:00:00Z,2026-02-22T00:00:00Z,AmazonEC2,Other,RunInstances,1.182,118.62023,118.50927,Usage,us-east-1,,,prod
5b0f904b-5ebb-a2c3-35ff-7b1a0d22d316,2026-02-21T00:00:00Z/2026-02-22T00:00:00Z,2026-02-21T00:00:00Z,2026-02-22T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,1.686,118.727839,121.250832,Usage,us-east-1,,,prod
26d6c9eb-754e-9a80-ecf9-e806e1085a68,2026-02-21T00:00:00Z/2026-02-22T00:00:00Z,2026-02-21T00:00:00Z,2026-02-22T00:00:00Z,AmazonEC2,Other,RunInstances,5.7892,1432.490695,1495.808324,Usage,us-east-1,,,prod
79d2b458-369c-fe63-0070-cc335f51685b,2026-02-22T00:00:00Z/2026-02-23T00:00:00Z,2026-02-22T00:00:00Z,2026-02-23T00:00:00Z,AmazonEC2,Other,RunInstances,13.7346,142.469112,140.821007,Usage,us-east-1,,,prod
c7cd216c-70e5-8b26-8b8e-e434c934c6e2,2026-02-22T00:00:00Z/2026-02-23T00:00:00Z,2026-02-22T00:00:00Z,2026-02-23T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,21.1502,110.325577,111.945525,Usage,us-east-1,,,prod
05340fee-f005-8c1c-4532-6d0c81df6cd2,2026-02-22T00:00:00Z/2026-02-23T00:00:00Z,2026-02-22T00:00:00Z,2026-02-23T00:00:00Z,AmazonEC2,Other,RunInstances,12.9409,1569.588756,1646.412289,Usage,us-east-1,,,prod
b2fbe5c0-b35b-e3d0-7fac-a6defd52850e,2026-02-23T00:00:00Z/2026-02-24T00:00:00Z,2026-02-23T00:00:00Z,2026-02-24T00:00:00Z,AmazonEC2,Other,RunInstances,20.6066,137.165271,142.043425,Usage,us-east-1,,,prod
5ac2e13e-029d-f787-0843-8b85c16f38eb,2026-02-23T00:00:00Z/2026-02-24T00:00:00Z,2026-02-23T00:00:00Z,2026-02-24T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,5.6281,143.155364,149.198782,Usage,us-east-1,,,prod
e32681cf-580a-539e-453e-681e17f6e126,2026-02-23T00:00:00Z/2026-02-24T00:00:00Z,2026-02-23T00:00:00Z,2026-02-24T00:00:00Z,AmazonEC2,Other,RunInstances,1.0853,1304.728009,1247.929634,Usage,us-east-1,,,prod
f2f4b37d-b4e2-e9df-0310-da662c7d194d,2026-02-24T00:00:00Z/2026-02-25T00:00:00Z,2026-02-24T00:00:00Z,2026-02-25T00:00:00Z,AmazonEC2,Other,RunInstances,20.0653,139.420976,133.973685,Usage,us-east-1,,,prod
1620a221-21c6-8d0b-d070-9b487720c41e,2026-02-24T00:00:00Z/2026-02-25T00:00:00Z,2026-02-24T00:00:00Z,2026-02-25T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,3.0553,126.515205,121.332538,Usage,us-east-1,,,prod
890415bb-b489-6b6d-824b-96bcbfe2a2fe,2026-02-24T00:00:00Z/2026-02-25T00:00:00Z,2026-02-24T00:00:00Z,2026-02-25T00:00:00Z,AmazonEC2,Other,RunInstances,1.818,1232.473014,1289.472066,Usage,us-east-1,,,prod
6cfacdc0-7d5d-6b58-73ae-37ba2982e0a7,2026-02-25T00:00:00Z/2026-02-26T00:00:00Z,2026-02-25T00:00:00Z,2026-02-26T00:00:00Z,AmazonEC2,Other,RunInstances,11.3635,138.129241,132.192997,Usage,us-east-1,,,prod
c72a1662-1e92-b6a5-3b7b-a5f37737e861,2026-02-25T00:00:00Z/2026-02-26T00:00:00Z,2026-02-25T00:00:00Z,2026-02-26T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,5.8507,113.388304,110.50599,Usage,us-east-1,,,prod
e7a1d768-7312-6ca1-a076-34b2c14702b0,2026-02-25T00:00:00Z/2026-02-26T00:00:00Z,2026-02-25T00:00:00Z,2026-02-26T00:00:00Z,AmazonEC2,Other,RunInstances,6.2922,1199.482105,1247.63899,Usage,us-east-1,,,prod
bea3c2c9-6343-b6aa-ec0a-7fb7d5eb5f2f,2026-02-26T00:00:00Z/2026-02-27T00:00:00Z,2026-02-26T00:00:00Z,2026-02-27T00:00:00Z,AmazonEC2,Other,RunInstances,5.7435,130.519692,131.933837,Usage,us-east-1,,,prod
67e6359e-560b-e4ed-0939-b0188580f289,2026-02-26T00:00:00Z/2026-02-27T00:00:00Z,2026-02-26T00:00:00Z,2026-02-27T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,12.9003,118.358119,113.209055,Usage,us-east-1,,,prod
333ef101-ac80-1995-d8bc-f249dd0fe68e,2026-02-26T00:00:00Z/2026-02-27T00:00:00Z,2026-02-26T00:00:00Z,2026-02-27T00:00:00Z,AmazonEC2,Other,RunInstances,22.847,1279.862718,1230.714859,Usage,us-east-1,,,prod
635e4ece-22ed-1458-0171-e4c09b2901b8,2026-02-27T00:00:00Z/2026-02-28T00:00:00Z,2026-02-27T00:00:00Z,2026-02-28T00:00:00Z,AmazonEC2,Other,RunInstances,2.0533,139.650338,142.201096,Usage,us-east-1,,,prod
30c39471-35d3-5b65-3bd7-59812bad1035,2026-02-27T00:00:00Z/2026-02-28T00:00:00Z,2026-02-27T00:00:00Z,2026-02-28T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,23.9932,108.16182,107.60317,Usage,us-east-1,,,prod
e7a4933c-db41-afb2-7949-f4dd8d56a0d4,2026-02-27T00:00:00Z/2026-02-28T00:00:00Z,2026-02-27T00:00:00Z,2026-02-28T00:00:00Z,AmazonEC2,Other,RunInstances,7.008,1200.508174,1170.036888,Usage,us-east-1,,,prod
4bcd2456-b2b4-b1c7-a82b-a523833bbf8f,2026-02-28T00:00:00Z/2026-03-01T00:00:00Z,2026-02-28T00:00:00Z,2026-03-01T00:00:00Z,AmazonEC2,Other,RunInstances,2.1284,132.043127,126.920739,Usage,us-east-1,,,prod
1903dd2a-520b-7725-a972-bcd19ba2fce9,2026-02-28T00:00:00Z/2026-03-01T00:00:00Z,2026-02-28T00:00:00Z,2026-03-01T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,18.2769,111.096284,106.539197,Usage,us-east-1,,,prod
58c9d9ef-1e89-52ac-8a54-4f46ebd3f9a5,2026-02-28T00:00:00Z/2026-03-01T00:00:00Z,2026-02-28T00:00:00Z,2026-03-01T00:00:00Z,AmazonEC2,Other,RunInstances,4.192,1449.940132,1433.900094,Usage,us-east-1,,,prod
cafe8f47-de9c-729a-b882-e4178fd28bc0,2026-03-01T00:00:00Z/2026-03-02T00:00:00Z,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,Other,RunInstances,6.6757,132.704332,138.077552,Usage,us-east-1,,,prod
9351d95b-2167-a42e-8602-52034460db24,2026-03-01T00:00:00Z/2026-03-02T00:00:00Z,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,16.8478,107.175525,111.754258,Usage,us-east-1,,,prod
5b63b88f-7ca3-6da2-5ea9-6ff5f3adf234,2026-03-01T00:00:00Z/2026-03-02T00:00:00Z,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,Other,RunInstances,13.4753,1438.224205,1455.957054,Usage,us-east-1,,,prod
6f05cafd-eecf-c33b-d43b-42b47a5fbbf6,2026-03-02T00:00:00Z/2026-03-03T00:00:00Z,2026-03-02T00:00:00Z,2026-03-03T00:00:00Z,AmazonEC2,Other,RunInstances,16.9981,139.661897,138.620486,Usage,us-east-1,,,prod
4bf8b2b5-c122-74d0-2ec5-0e1b1734243e,2026-03-02T00:00:00Z/2026-03-03T00:00:00Z,2026-03-02T00:00:00Z,2026-03-03T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,10.3174,112.460413,117.311211,Usage,us-east-1,,,prod
62a5621b-1b0a-2a9f-5e1a-880e551bb96c,2026-03-02T00:00:00Z/2026-03-03T00:00:00Z,2026-03-02T00:00:00Z,2026-03-03T00:00:00Z,AmazonEC2,Other,RunInstances,18.6766,1266.398237,1208.602465,Usage,us-east-1,,,prod
320ac29d-9ba0-18b2-241f-438adefd72cd,2026-03-03T00:00:00Z/2026-03-04T00:00:00Z,2026-03-03T00:00:00Z,2026-03-04T00:00:00Z,AmazonEC2,Other,RunInstances,4.8128,126.358501,131.270477,Usage,us-east-1,,,prod
48f33903-09b3-f0ec-75e7-4c7d75e95bda,2026-03-03T00:00:00Z/2026-03-04T00:00:00Z,2026-03-03T00:00:00Z,2026-03-04T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,10.1567,109.433417,108.073911,Usage,us-east-1,,,prod
867ff711-4b50-4cc5-b061-8bf61ba55d7a,2026-03-03T00:00:00Z/2026-03-04T00:00:00Z,2026-03-03T00:00:00Z,2026-03-04T00:00:00Z,AmazonEC2,Other,RunInstances,5.2905,1359.760502,1385.34703,Usage,us-east-1,,,prod
49352ac3-32ca-e25e-25d1-af633dd0e284,2026-03-04T00:00:00Z/2026-03-05T00:00:00Z,2026-03-04T00:00:00Z,2026-03-05T00:00:00Z,AmazonEC2,Other,RunInstances,20.65,113.349259,114.820638,Usage,us-east-1,,,prod
6c392ab0-5bac-272a-fd50-1d03a30790b4,2026-03-04T00:00:00Z/2026-03-05T00:00:00Z,2026-03-04T00:00:00Z,2026-03-05T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,2.0052,131.904797,129.934299,Usage,us-east-1,,,prod
ebe5cae4-4662-2aaf-ebfe-573c43ddb754,2026-03-04T00:00:00Z/2026-03-05T00:00:00Z,2026-03-04T00:00:00Z,2026-03-05T00:00:00Z,AmazonEC2,Other,RunInstances,13.1598,1542.007806,1551.411217,Usage,us-east-1,,,prod
232b3836-945d-86d0-a55b-8c737a0191bb,2026-03-05T00:00:00Z/2026-03-06T00:00:00Z,2026-03-05T00:00:00Z,2026-03-06T00:00:00Z,AmazonEC2,Other,RunInstances,13.4294,116.15356,113.879093,Usage,us-east-1,,,prod
c43ee4ca-93c3-9415-94d9-6f4439a8f73f,2026-03-05T00:00:00Z/2026-03-06T00:00:00Z,2026-03-05T00:00:00Z,2026-03-06T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,3.0554,127.140817,132.872133,Usage,us-east-1,,,prod
bd9bfc5d-2592-fc4e-37f8-c8c8e14ac366,2026-03-05T00:00:00Z/2026-03-06T00:00:00Z,2026-03-05T00:00:00Z,2026-03-06T00:00:00Z,AmazonEC2,Other,RunInstances,15.7622,1561.170831,1549.85587,Usage,us-east-1,,,prod
f8f99b03-0765-3cc1-305d-80c64dc61284,2026-03-06T00:00:00Z/2026-03-07T00:00:00Z,2026-03-06T00:00:00Z,2026-03-07T00:00:00Z,AmazonEC2,Other,RunInstances,6.823,118.362379,119.768685,Usage,us-east-1,,,prod
d4c7b889-f49a-1c06-15fd-705f1f743c34,2026-03-06T00:00:00Z/2026-03-07T00:00:00Z,2026-03-06T00:00:00Z,2026-03-07T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,10.9687,106.566966,101.422601,Usage,us-east-1,,,prod
5ea89836-a54a-3465-deb4-61bb68bc97ec,2026-03-06T00:00:00Z/2026-03-07T00:00:00Z,2026-03-06T00:00:00Z,2026-03-07T00:00:00Z,AmazonEC2,Other,RunInstances,19.5874,1234.634295,1240.237863,Usage,us-east-1,,,prod
dc0f0582-e874-df11-ede4-4a683d28b7c1,2026-03-07T00:00:00Z/2026-03-08T00:00:00Z,2026-03-07T00:00:00Z,2026-03-08T00:00:00Z,AmazonEC2,Other,RunInstances,17.5789,113.398369,110.736676,Usage,us-east-1,,,prod
32cccb6e-f6a1-f8e7-79c9-196f198840e6,2026-03-07T00:00:00Z/2026-03-08T00:00:00Z,2026-03-07T00:00:00Z,2026-03-08T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,12.9137,113.381474,114.912125,Usage,us-east-1,,,prod
6a0385e8-c660-c304-f94d-d874665e9496,2026-03-07T00:00:00Z/2026-03-08T00:00:00Z,2026-03-07T00:00:00Z,2026-03-08T00:00:00Z,AmazonEC2,Other,RunInstances,1.1651,1390.355507,1341.129238,Usage,us-east-1,,,prod
396ecf7b-b253-b05e-8460-b6b87f58a7f2,2026-03-08T00:00:00Z/2026-03-09T00:00:00Z,2026-03-08T00:00:00Z,2026-03-09T00:00:00Z,AmazonEC2,Other,RunInstances,4.7607,107.293084,112.648771,Usage,us-east-1,,,prod
603826ee-3d27-ab09-e25f-e1a2c27c54de,2026-03-08T00:00:00Z/2026-03-09T00:00:00Z,2026-03-08T00:00:00Z,2026-03-09T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,1.8395,120.905699,116.286378,Usage,us-east-1,,,prod
0a530398-a530-7b21-4402-4a37b54ac716,2026-03-08T00:00:00Z/2026-03-09T00:00:00Z,2026-03-08T00:00:00Z,2026-03-09T00:00:00Z,AmazonEC2,Other,RunInstances,2.4328,1429.269697,1459.353467,Usage,us-east-1,,,prod
2434fe24-2aab-2ae1-2731-41371e87996f,2026-03-09T00:00:00Z/2026-03-10T00:00:00Z,2026-03-09T00:00:00Z,2026-03-10T00:00:00Z,AmazonEC2,Other,RunInstances,7.6593,113.436291,111.549812,Usage,us-east-1,,,prod
a6b1a549-6082-e31c-eab9-f65b3af7d605,2026-03-09T00:00:00Z/2026-03-10T00:00:00Z,2026-03-09T00:00:00Z,2026-03-10T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,16.7043,112.837808,110.30323,Usage,us-east-1,,,prod
488b265c-c918-ce8a-db38-99f892bd32c4,2026-03-09T00:00:00Z/2026-03-10T00:00:00Z,2026-03-09T00:00:00Z,2026-03-10T00:00:00Z,AmazonEC2,Other,RunInstances,17.9354,1322.464654,1313.55217,Usage,us-east-1,,,prod
b2bdaa25-dd0b-d395-f23e-827a9bbd5733,2026-03-10T00:00:00Z/2026-03-11T00:00:00Z,2026-03-10T00:00:00Z,2026-03-11T00:00:00Z,AmazonEC2,Other,RunInstances,13.572,110.649049,109.401117,Usage,us-east-1,,,prod
1c5ad8ef-9083-78f4-421d-459bf4924752,2026-03-10T00:00:00Z/2026-03-11T00:00:00Z,2026-03-10T00:00:00Z,2026-03-11T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,20.3422,117.059522,117.034925,Usage,us-east-1,,,prod
ee27c55d-aff6-7145-698b-69b30786d198,2026-03-10T00:00:00Z/2026-03-11T00:00:00Z,2026-03-10T00:00:00Z,2026-03-11T00:00:00Z,AmazonEC2,Other,RunInstances,1.4215,1194.986325,1226.527947,Usage,us-east-1,,,prod
77b3f8e7-6b09-682f-2627-f7c990bfebe2,2026-03-11T00:00:00Z/2026-03-12T00:00:00Z,2026-03-11T00:00:00Z,2026-03-12T00:00:00Z,AmazonEC2,Other,RunInstances,4.3671,133.39079,129.282298,Usage,us-east-1,,,prod
1d488109-aae6-d679-9b6c-e69916621b7d,2026-03-11T00:00:00Z/2026-03-12T00:00:00Z,2026-03-11T00:00:00Z,2026-03-12T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,10.3042,131.902023,136.367186,Usage,us-east-1,,,prod
eb6e4bdd-d2bd-0e20-2fc9-d35a56e2310b,2026-03-11T00:00:00Z/2026-03-12T00:00:00Z,2026-03-11T00:00:00Z,2026-03-12T00:00:00Z,AmazonEC2,Other,RunInstances,11.0161,1266.745411,1320.576138,Usage,us-east-1,,,prod
27b3d870-b164-4bfb-e82e-9a47b1f89e0c,2026-03-12T00:00:00Z/2026-03-13T00:00:00Z,2026-03-12T00:00:00Z,2026-03-13T00:00:00Z,AmazonEC2,Other,RunInstances,12.5773,133.667454,131.30259,Usage,us-east-1,,,prod
44a8a1de-c197-6c20-a341-e5e5cdae92d2,2026-03-12T00:00:00Z/2026-03-13T00:00:00Z,2026-03-12T00:00:00Z,2026-03-13T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,14.4293,129.5709,123.220576,Usage,us-east-1,,,prod
a8c00381-e047-3eeb-3e96-5640b1fb16f8,2026-03-12T00:00:00Z/2026-03-13T00:00:00Z,2026-03-12T00:00:00Z,2026-03-13T00:00:00Z,AmazonEC2,Other,RunInstances,23.0183,1304.765346,1283.410536,Usage,us-east-1,,,prod
4e81c2cf-f3e4-6231-e8d0-65fc460feff7,2026-03-13T00:00:00Z/2026-03-14T00:00:00Z,2026-03-13T00:00:00Z,2026-03-14T00:00:00Z,AmazonEC2,Other,RunInstances,10.3631,112.965594,108.011252,Usage,us-east-1,,,prod
1d2ed2d4-6dfe-3438-f7a5-c4be720b7b6e,2026-03-13T00:00:00Z/2026-03-14T00:00:00Z,2026-03-13T00:00:00Z,2026-03-14T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,RunInstances,14.2105,111.007214,107.030491,Usage,us-east-1,,,prod
9390a287-30e3-7bfe-868e-c7ca9eeed5d1,2026-03-13T00:00:00Z/2026-03-14T00:00:00Z,2026-03-13T00:00:00Z,2026-03-14T00:00:00Z,AmazonEC2,Other,RunInstances,15.162,1477.911727,1454.003881,Usage,us-east-1,,,prod
82cedc80-d57b-0958-a9a5-70a0b3e99422,2026-03-14T00:00:00Z/2026-03-15T00:00:00Z,2026-03-14T00:00:00Z,2026-03-15T00:00:00Z,AmazonEC2,Other,RunInstances,9.3166,122.995924,127.448716,Usage,us-east-1,,,prod
