identity/LineItemId,identity/TimeInterval,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/UsageAmount,lineItem/UnblendedCost,lineItem/BlendedCost,lineItem/LineItemType,product/region,resourceTags/user:Service,resourceTags/user:Team,resourceTags/user:Env
9a8bf507-776d-d169-956c-d9529ebe5d27,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,ElasticLoadBalancing,LoadBalancerUsage,RunInstances,16.3699,6.719596,6.72365,Usage,us-east-1,,,prod
bc9fb4e3-cfb5-cda0-d717-e3a618a5870d,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,ElasticLoadBalancing,LoadBalancerUsage,RunInstances,23.1184,6.831686,7.11409,Usage,us-east-1,,,prod
a501ac94-f478-3cab-866b-92efac86c958,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,ElasticLoadBalancing,LoadBalancerUsage,RunInstances,4.01,99.777619,104.693281,Usage,us-east-1,,,prod
8e8ad205-c2f8-464b-8a0f-ed087b271d5d,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,ElasticLoadBalancing,LoadBalancerUsage,RunInstances,10.7665,6.962906,7.247897,Usage,us-east-1,,,prod
2497c5e5-41eb-e14c-9294-7a9caa690a0d,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,ElasticLoadBalancing,LoadBalancerUsage,RunInstances,17.7686,6.311088,6.399581,Usage,us-east-1,,,prod
b581c3a5-82da-54dc-cf55-650d8fe08fc0,2026-02-18T00:00:00Z/2026-02-19T00:00:00Z,2026-02-18T00:00:00Z,2026-02-19T00:00:00Z,ElasticLoadBalancing,LoadBalancerUsage,RunInstances,3.8397,91.746959,91.172597,Usage,us-east-1,,,prod
a525f27f-4a5c-4e97-eeb1-ac0eb5e1b51b,2026-02-19T00:00:00Z/2026-02-20T00:00:00Z,2026-02-19T00:00:00Z,2026-02-20T00:00:00Z,ElasticLoadBalancing,LoadBalancerUsage,RunInstances,18.1693,7.172526,7.260401,Usage,us-east-1,,,prod
9be272ef-520f-cd72-aa70-f7ed3dfaf015,2026-02-19T00:00:00Z/2026-02-20T00:00:00Z,2026-02-19T00:00:00Z,2026-02-20T00:00:00Z,ElasticLoadBalancing,LoadBalancerUsage,RunInstances,17.1222,6.729561,6.982061,Usage,us-east-1,,,prod
538bea24-a140-83b8-62b3-b09e33649771,2026-02-19T00:00:00Z/2026-02-20T00:00:00Z,2026-02-19T00:00:00Z,2026-02-20T00:00:00Z,ElasticLoadBalancing,LoadBalancerUsage,RunInstances,18.2851,86.913935,86.215806,Usage,us-east-1,,,prod
b9d49193-0517-8004-77f7-a76246de8a74,2026-02-20T00:00:00Z/2026-02-21T00:00:00Z,2026-02-20T00:00:00Z,2026-02-21T00:00:00Z,ElasticLoadBalancing,LoadBalancerUsage,RunInstances,5.8206,7.0566,7.28904,Usage,us-east-1,,,prod
25736663-e604-8b8e-41e9-e98ce98bf661,2026-02-20T00:00:00Z/2026-02-21T00:00:00Z,2026-02-20T00:00:00Z,2026-02-21T00:00:00Z,ElasticLoadBalancing,LoadBalancerUsage,RunInstances,11.7613,6.702107,7.005899,Usage,us-east-1,,,prod
790dcf55-7575-31d6-fd41-5c782f79a919,2026-02-20T00:00:00Z/2026-02-21T00:00:00Z,2026-02-20T00:00:00Z,2026-02-21T00:00:00Z,ElasticLoadBalancing,LoadBalancerUsage,RunInstances,22.3967,91.699739,92.351132,Usage,us-east-1,,,prod
