identity/LineItemId,identity/TimeInterval,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/UsageAmount,lineItem/UnblendedCost,lineItem/BlendedCost,lineItem/LineItemType,product/region,resourceTags/user:Service,resourceTags/user:Team,resourceTags/user:Env
bcb39c2e-a40d-c23e-c74f-e42a57ca8288,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,11.1351,2.51541,2.637624,Usage,us-east-1,,,prod
a8af62b5-9bfd-bbf3-04ac-b8bf87a1d147,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,6.9468,2.361154,2.434755,Usage,us-east-1,,,prod
11cf1e56-e9d7-8af1-5011-fd1dbfa81355,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,4.6683,2.258309,2.302805,Usage,us-east-1,,,prod
e2943c83-4524-f5ef-b367-4433868fde13,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,14.1213,2.433785,2.501688,Usage,us-east-1,,,prod
aecd02af-31e4-5976-b1b4-22374bd08315,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,1.0402,2.443851,2.391925,Usage,us-east-1,,,prod
b05ce4b9-fce5-0653-51fc-cb1549bc8777,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,12.7528,2.368668,2.369025,Usage,us-east-1,,,prod
53c8390d-2743-623f-ca6a-5726889be8a6,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,23.846,2.122728,2.17981,Usage,us-east-1,,,prod
35f3b36d-ac48-4098-1844-f0470ce9eb31,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,21.9792,2.365711,2.248539,Usage,us-east-1,,,prod
8e0d0278-9c97-0c5d-3df0-23dd428d9b5c,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,16.2139,2.16491,2.124196,Usage,us-east-1,,,prod
6049638b-83de-c1fe-9519-f4baf1cfd6d0,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,4.5995,2.43142,2.516935,Usage,us-east-1,,,prod
85b4373c-872c-f6fe-4558-03cb629ae8cb,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,Other,RunInstances,23.4277,2.026493,2.034625,Usage,us-east-1,,,prod
8b15d804-2c64-76fe-bf95-b7cd6101aa9a,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,Other,RunInstances,19.0975,2.496619,2.42367,Usage,us-east-1,,,prod
d0ba8344-2727-b032-6977-505aa9e53c7a,2026-02-17T00:00:00Z/2026-02-18T00:00:00Z,2026-02-17T00:00:00Z,2026-02-18T00:00:00Z,AmazonEC2,Other,RunInstances,11.4067,2.048901,2.039348,Usage,us-east-1,,,prod
